,text,category
339,Josy Eisenberg sameAs 158152138580010981909,Rabbi
340,Violet Chachki sameAs f5ab0e57 8449 4d79 9363 ffc2a6e0fd95,Drag Queen
341,Michael Lerner (rabbi) wikiPageWikiLink San Francisco Bay Area,Rabbi
342,Billy More wikiPageUsesTemplate Template:Redirect,Drag Queen
343,Arthur Waskow depiction Reb Arthur Waskow.jpg,Rabbi
344,RuPaul wikiPageWikiLink Soldier fly,Drag Queen
345,Erickatoure Aviance wikiPageWikiLink Category:LGBT people from New Hampshire,Drag Queen
346,Josy Eisenberg sameAs 143118994,Rabbi
347,Thorgy Thor wikiPageWikiLink Daniel Bartholomew Poyser,Drag Queen
348,Barry Freundel wikiPageWikiLink Sentence (law),Rabbi
349,Uri Regev sameAs אורי רגב,Rabbi
350,Josy Eisenberg sameAs 264878050,Rabbi
351,Josy Eisenberg sameAs 72551347,Rabbi
352,Richard L. Rubenstein subject Category:University of Bridgeport faculty,Rabbi
353,Josy Eisenberg sameAs 554180e0 5e8c 431b a541 46447aa99d45,Rabbi
354,Adin Steinsaltz wikiPageWikiLink Aramaic language,Rabbi
355,Adore Delano wikiPageWikiLink Rosie O'Donnell,Drag Queen
356,"David J. Steiner wikiPageWikiLink Highland Park, Illinois",Rabbi
357,Shmuley Boteach wikiPageExternalLink how divorce scars childre b 230527,Rabbi
358,Stuart Weinblatt name Stuart Weinblatt,Rabbi
359,"Trinity the Tuck wikiPageWikiLink Category:People from Birmingham, Alabama",Drag Queen
360,Josy Eisenberg sameAs 98323700,Rabbi
361,Alexis Mateo wikiPageWikiLink Category:1979 births,Drag Queen
362,Morton Yolkut wikiPageWikiLink Detroit Jewish News,Rabbi
363,Harold Kushner subject Category:Jewish Theological Seminary of America semikhah recipients,Rabbi
364,"Josy Eisenberg comment Kate Morton (* 1976 in Berri) ist eine australische Schriftstellerin. Sie zählt zu den international erfolgreichsten Romanautorinnen, ihre Werke standen mehrfach an der Spitze der Bestsellerliste der New York Times.",Rabbi
365,Josy Eisenberg sameAs 1016931093,Rabbi
366,Yvie Oddly wikiPageWikiLink Category:1993 births,Drag Queen
367,Baruch Korff wikiPageUsesTemplate Template:Death date and age,Rabbi
368,Mendel Hess occupation Mendel Hess  PersonFunction  1,Rabbi
369,Vanessa Vanjie Mateo wikiPageUsesTemplate Template:RuPaul's Secret Celebrity Drag Race,Drag Queen
370,Josy Eisenberg comment جيمس هادلي تشايز كاتب بريطاني بوليسي مشهور ولد في لندن في 24 ديسمبر عام 1906 م.,Rabbi
371,Jody Cohen wikiPageWikiLink Miami metropolitan area,Rabbi
372,List of EastEnders characters (1986) last Episode 303,Drag Queen
373,A'keria C. Davenport wikiPageWikiLink Category:People who detransitioned,Drag Queen
374,Nicky Doll subject Category:Living people,Drag Queen
375,Josy Eisenberg sameAs 1057424439,Rabbi
376,Baruch Chait sameAs 4WBpk,Rabbi
377,Elektra Shock wikiPageWikiLink Dancing with the Stars (New Zealand series 9),Drag Queen
378,"Heidi N Closet wikiPageWikiLink Category:People from Randolph County, North Carolina",Drag Queen
379,Herbert Tarr depiction Herbert Tarr.jpg,Rabbi
380,Alaska Thunderfuck wikiPageWikiLink Queer for Fear: The History of Queer Horror,Drag Queen
381,Josy Eisenberg wikiPageWikiLink Category:21st century French rabbis,Rabbi
382,Josy Eisenberg label Eudoro de Sousa,Rabbi
383,"Josy Eisenberg comment Oliver Wolf Sacks (Londres, 1933ko uztailaren 9a   New York, 2015eko abuztuaren 30a) nazioartean oso neurologo eta idazle ospetsua izan zen. Haren liburuak era atsegin eta dibulgatiboaz idatzita daude. Gaien aldetik berak ezagututako kasuetan oinarritzen da, hauek estilo pertsonalez eta erakargarriaz azalduz. Modu batez, zientzia azaltzeko modu hau XIX. mendearen estiloa berreskuratzen zuen.",Rabbi
384,Josy Eisenberg sameAs 12421291,Rabbi
385,Ahron Daum subject Category:Rabbi Isaac Elchanan Theological Seminary semikhah recipients,Rabbi
386,Pabllo Vittar wikiPageWikiLink Kanye West,Drag Queen
387,Josy Eisenberg sameAs 1186654090,Rabbi
388,Barry Freundel wikiPageWikiLink Rabbi,Rabbi
389,"Panti wikiPageWikiLink The George, Dublin",Drag Queen
390,Darcelle XV wikiPageWikiLink Category:20th century American male actors,Drag Queen
391,Trixie Mattel subject Category:21st century LGBT people,Drag Queen
392,Soa de Muse wikiPageUsesTemplate A,Drag Queen
393,Brita Filter wikiPageWikiLink Pacific Islander,Drag Queen
394,Rusty Ryan (actor) type WikicatLGBTWritersFromCanada,Drag Queen
395,Jessica Kate Meyer name Jessica Kate Meyer,Rabbi
396,Josy Eisenberg sameAs 11942388X,Rabbi
397,"Josy Eisenberg comment Evandro Agazzi, né le 23 octobre 1934 à Bergame en Italie, est un philosophe italien et professeur à l'université de Gênes. Ses champs d'intérêt sont éthique de la science, de la technologie, de la logique, de la métaphysique, de la philosophie du langage, de la philosophie des sciences, de l'anthropologie philosophique et de la théorie des systèmes.",Rabbi
398,Bob the Drag Queen wikiPageWikiLink Category:Pansexual non binary people,Drag Queen
399,Tia Kofi wikiPageWikiLink Category:LGBT people from England,Drag Queen
400,Zvi Hirsch Kalischer wikiPageUsesTemplate Template:Death date and age,Rabbi
401,Richard L. Rubenstein wikiPageExternalLink afterauschwitzra00rube,Rabbi
402,Baruch Chait type Q19088,Rabbi
403,Moses Schorr type WikicatPolishPoliticians,Rabbi
404,Chaim Potok wikiPageWikiLink Orthodox Judaism,Rabbi
405,Josy Eisenberg sameAs 1032945273,Rabbi
406,Derrick Barry wikiPageWikiLink Eminem,Drag Queen
407,Marshall Meyer wikiPageWikiLink Category:20th century American rabbis,Rabbi
408,Trixie Mattel subject Category:LGBT people from Wisconsin,Drag Queen
409,Reuven Hammer hypernym Rabbi,Rabbi
410,Antonio Pantojas subject Category:LGBT entertainers from Puerto Rico,Drag Queen
411,Shmuley Boteach wikiPageWikiLink Thomas W. Sneddon Jr.,Rabbi
412,"Jackie Cox (drag queen) birthPlace Halifax, Nova Scotia",Drag Queen
413,Willow Pill wikiPageWikiLink Femme,Drag Queen
414,Bunny Breckinridge wikiPageWikiLink Hippie,Drag Queen
415,Bob the Drag Queen wikiPageWikiLink Monét X Change,Drag Queen
416,"Josy Eisenberg comment Raymond Auguste Quinsac Monvoisin (* 15. Mai 1790 in Quinsac; † 26. März 1870 in Boulogne sur Seine) war ein französischer Maler, der als Porträtmaler in Südamerika seine größten Erfolge feierte.",Rabbi
417,Richard L. Rubenstein subject Category:1924 births,Rabbi
418,Josy Eisenberg sameAs 101748765,Rabbi
419,"Josy Eisenberg comment Charles Givelet, né le 29 juillet 1822 à Reims et mort le 15 septembre 1903 dans la même ville, est un archéologue et historiographe rémois. Il participa activement aux travaux de l’Académie Nationale de Reims et publia de nombreux ouvrages en relation avec les bâtiments et monuments de Reims.",Rabbi
420,Honey Davenport occupation Honey Davenport  PersonFunction  1,Drag Queen
421,Josy Eisenberg sameAs 1168495687,Rabbi
422,Coco Montrese wikiPageWikiLink Bachelor of Arts,Drag Queen
423,Josy Eisenberg sameAs 2338153411827441700001,Rabbi
424,Capers Funnye spouse Mary White,Rabbi
425,David J. Steiner wikiPageWikiLink Alice Neel,Rabbi
426,Marvin Hier wikiPageWikiLink The Long Way Home (1997 film),Rabbi
427,Josy Eisenberg wikiPageWikiLink History of the Jews in Poland,Rabbi
428,"Akihiro Miwa wikiPageWikiLink Chūō, Tokyo",Drag Queen
429,Josy Eisenberg label カルロス・リラ,Rabbi
430,Pabllo Vittar wikiPageWikiLink Germany's Next Topmodel (season 17),Drag Queen
431,David Feuerwerker wikiPageUsesTemplate Template:ISBN,Rabbi
432,List of EastEnders characters (1986) wikiPageWikiLink Nick Cotton,Drag Queen
433,Coco Montrese subject Category:LGBT people from Florida,Drag Queen
434,Josy Eisenberg sameAs 30153833139864331126,Rabbi
435,Bob the Drag Queen wikiPageWikiLink He (pronoun),Drag Queen
436,Yuhua Hamasaki wikiPageWikiLink New York City,Drag Queen
437,"Josy Eisenberg comment Hugues Vaganay (* 17. April 1870 in Saint Étienne; † 2. Oktober 1936 in Lyon) war ein französischer Bibliothekar, Romanist und Literaturwissenschaftler.",Rabbi
438,Menachem Mendel Monsohn wikiPageWikiLink Mossad Harav Kook,Rabbi
439,Josy Eisenberg sameAs Q106706,Rabbi
440,Mordechai Gutnick wikiPageUsesTemplate Template:Chabad (Rebbes and Chasidim),Rabbi
441,"Sally Priesand sameAs Присанд, Салли",Rabbi
442,"Josy Eisenberg comment Henryk Juliusz (ur. 15 października 1564 r. w Wolfenbüttel, zm. 30 lipca 1613 r. w Pradze) – książę Brunszwiku od 1589 r. z dynastii Welfów, administrator biskupstwa Halberstadt od 1578 i Minden 1582–1585, współpracownik cesarza Rudolfa II Habsburga, dramatopisarz.",Rabbi
443,Honey Davenport wikiPageWikiLink Category:African American DJs,Drag Queen
444,Josy Eisenberg sameAs 211337000,Rabbi
445,Moses Schorr wikiPageWikiLink Sanok,Rabbi
446,Marvin Hier sameAs Q1674729,Rabbi
447,Monét X Change wikiPageWikiLink RuPaul's Drag Race (season 10),Drag Queen
448,Pabllo Vittar occupation Drag queen,Drag Queen
449,Pinchas Mordechai Teitz wikiPageUsesTemplate Template:Small,Rabbi
450,Jimmy Kessler wikiPageWikiLink Category:University of Texas at Austin alumni,Rabbi
451,"Chaim Potok birthPlace Bronx, New York",Rabbi
452,Honey Davenport wikiPageWikiLink Trayvon Martin,Drag Queen
453,Josy Eisenberg sameAs 12838915X,Rabbi
454,Jackie Cox (drag queen) wikiPageWikiLink What Would You Do%3F (2008 TV program),Drag Queen
455,Marc Schneier depiction FFEU Imams and rabbis.jpg,Rabbi
456,Jimmy Kessler depiction RabbiJimmyKessler.jpg,Rabbi
457,Precious Paula Nicole sameAs Precious Paula Nicole,Drag Queen
458,"Josy Eisenberg comment Vincenzo Galilei (ur. po 1520 w Santa Maria a Monte k. Florencji, pogrzebany 2 lipca 1591 we Florencji), teoretyk muzyki, kompozytor, lutnista. Początkowo był nauczycielem gry na lutni w Pizie. W późniejszych latach związał się z Cameratą florencką i był jej czołowym teoretykiem. Zafascynowany antykiem napisał przełomowe dzieło Dialogo della musica antica e moderna (wyd. 1581), w którym po raz pierwszy opublikowano autentyczny zabytek muzyki starogreckiej – hymny kitarzysty Mesomedesa z II wieku n.e., odnalezione przez innego członka Cameraty – Girolama Mei, znawcę antyku, z którym Galilei ściśle współpracował. W swoim dziele teoretycznym Galilei postuluje powrót do tradycji antycznych, krytykuje wybujałą polifonię i propaguje monodię akompaniowaną jako bliższą stylistycznie duchowi antyku.",Rabbi
459,Gershom Sizomu type Q82955,Rabbi
460,List of EastEnders characters (1986) name Rezaul Kabir,Drag Queen
461,Solomon Sharfman thumbnail Solomonsharfman.jpg?width=300,Rabbi
462,Shmuley Boteach wikiPageExternalLink sVgh74QKUxAC%3Fhl=en&gbpv=0,Rabbi
463,RuPaul wikiPageWikiLink The Real O'Neals,Drag Queen
464,Shmuley Boteach wikiPageWikiLink Category:Male television personalities,Rabbi
465,"Marshall Meyer abstract Marshall Theodore Meyer (Brooklyn, Nueva York, 25 de marzo de 1930   Nueva York, 29 de diciembre de 1993) fue un rabino conservador estadounidense y un reconocido activista internacional de los derechos humanos.​​ Nació en Brooklyn, Nueva York y se crió en Norwich, Connecticut.​ Vivió veinticinco años en la Argentina, en donde creó el Seminario Rabínico conservador más importante de Latinoamérica, del cual salen los principales rabinos conservadores de toda la región. Fue el líder de la transformación cultural más importante de la judería latinoamericana del siglo XX y fundó más de veinte comunidades judías en la Argentina.​​ Cuando volvió la vida democrática formó parte de la Comisión Nacional sobre la Desaparición de Personas.​ Denunció fuertemente la administración de Ronald Reagan por sostener las dictaduras latinoamericanas.​ Su nombre aparece en la lista de «Quién es quién» del «Dictionary of International Biography».​ Años después de su muerte, fue uno de los homenajeados por la presidenta Cristina Fernández de Kirchner cuando honró a quienes lucharon por el restablecimiento de la democracia.​",Rabbi
466,Darcelle XV type Person100007846,Drag Queen
467,Vanity Milan occupation Drag queen,Drag Queen
468,Vinegar Strokes type Q215627,Drag Queen
469,"Pabllo Vittar abstract Phabullo Rodrigues da Silva, connu sous le nom de Pabllo Vittar, né le 1er novembre 1993 à São Luís, au Brésil, est un chanteur, compositeur et drag queen brésilien. En 2015, il devient célèbre dans les médias en raison du succès de son clip ""Open Bar"", une version en langue portugaise de la chanson ""Lean On"" de Major Lazer avec les paroles originales, produite par Bonde do Rolê et Omulu. En moins de quatre mois, la vidéo est visionnée un million de fois sur YouTube.",Drag Queen
470,List of EastEnders characters (1986) name Jan Hammond,Drag Queen
471,Marc Schneier wikiPageWikiLink Bi polar disorder,Rabbi
472,David Seth Kirshner wikiPageID 24705796,Rabbi
473,Shmuley Boteach wikiPageWikiLink Jeanine Pirro,Rabbi
474,Josy Eisenberg label Рейчел Тейлор,Rabbi
475,Zvi Hirsch Kalischer type Philosopher110423589,Rabbi
476,River Medway (drag queen) name River Medway,Drag Queen
477,Jason Klein wikiPageUsesTemplate Template:For,Rabbi
478,"Josy Eisenberg comment Hagar (hebr. הָגָר, arab. هاجر; Hajar) – postać biblijna z Księgi Rodzaju, matka Izmaela.",Rabbi
479,RuPaul type WikicatGayEntertainers,Drag Queen
480,Josy Eisenberg sameAs 22429803,Rabbi
481,Sasha Velour wikiPageWikiLink Russian history,Drag Queen
482,David Feuerwerker wikiPageWikiLink Le Marais,Rabbi
483,Courtney Act wikiPageWikiLink Denmark,Drag Queen
484,Josy Eisenberg comment ريتشارد كورمان (بالإنجليزية: Richard Corman)‏ هو مصور أمريكي، ولد في 1954 في نيويورك في الولايات المتحدة.,Rabbi
485,Josy Eisenberg sameAs 1104742071,Rabbi
486,David Weiss Halivni type Survivor110681194,Rabbi
487,Alysa Stanton type Scholar110557854,Rabbi
488,Baruch Chait type Q483501,Rabbi
489,Bunny Breckinridge type LivingThing100004258,Drag Queen
490,Moses Schorr label Mojżesz Schorr,Rabbi
491,Anita Wigl'it wikiPageWikiLink Art Simone,Drag Queen
492,Adin Steinsaltz wikiPageWikiLink Category:Israeli non fiction writers,Rabbi
493,Joshua L. Goldberg type Thing,Rabbi
494,Bob the Drag Queen wikiPageWikiLink Tales of the City (2019 miniseries),Drag Queen
495,RuPaul wikiPageWikiLink Category:Activists from California,Drag Queen
496,Josy Eisenberg sameAs 5763151595780505470008,Rabbi
497,RuPaul subject Category:Club Kids,Drag Queen
498,Yvie Oddly wikiPageWikiLink Drag queen,Drag Queen
499,Josy Eisenberg comment レーン・ナカノ（Lane Nakano、1925年3月16日   2005年4月28日）は、アメリカ合衆国の元兵士、俳優。 日本語では、レーン・中野と表記されることもある。,Rabbi
500,Honey Davenport birthYear 1985,Drag Queen
501,Abraham Cohen of Zante wasDerivedFrom Abraham Cohen of Zante?oldid=1122417936&ns=0,Rabbi
502,Rusty Ryan (actor) deathDate 2003 07 28,Drag Queen
503,Reuven Hammer wikiPageExternalLink jerusalemantholo0000unse,Rabbi
504,Josy Eisenberg sameAs 152378030,Rabbi
505,Moses Schorr type WikicatPolishPeopleDetainedByTheNKVD,Rabbi
506,Sasha Velour caption Velour at RuPaul's DragCon NYC 2017.,Drag Queen
507,Stephen Samuel Wise wikiPageWikiLink Adolf Hitler,Rabbi
508,Bianca Del Rio wikiPageWikiLink Indiegogo,Drag Queen
509,Pinchas Mordechai Teitz wikiPageWikiLink Shmuel Belkin,Rabbi
510,Gloria Groove wikiPageWikiLink Category:Brazilian drag queens,Drag Queen
511,Josy Eisenberg sameAs 1255651784,Rabbi
512,Brita Filter wikiPageWikiLink Caissie Levy,Drag Queen
513,Courtney Act sameAs ac2dbeb9 bfc2 4173 a2bc 98660b830046,Drag Queen
514,Moses Vita Ascarelli author2Link Isaac Broydé,Rabbi
515,Moritz Güdemann subject Category:19th century German rabbis,Rabbi
516,"Anita Wigl'it abstract Nick Kennedy Hall (born 10 July 1989), better known by the stage name Anita Wigl'it, is an English New Zealand drag performer best known for hosting House of Drag from 2018 to 2020, and competing on the first season of RuPaul's Drag Race Down Under in 2021. She competed in Canada's Drag Race: Canada vs. the World in 2022.",Drag Queen
517,Panti wikiPageWikiLink Category:Living people,Drag Queen
518,Josy Eisenberg sameAs 26907570,Rabbi
519,Chaim Potok wikiPageWikiLink Elie Wiesel,Rabbi
520,Thorgy Thor wikiPageWikiLink Cancer,Drag Queen
521,Josy Eisenberg sameAs 103123350,Rabbi
522,Josy Eisenberg sameAs Q3396103,Rabbi
523,Bianca Del Rio sameAs Бјанка дел Рио,Drag Queen
524,Josy Eisenberg sameAs 5301,Rabbi
525,BenDeLaCreme isPrimaryTopicOf BenDeLaCreme,Drag Queen
526,Stephen Samuel Wise wikiPageWikiLink Herend Porcelain Company,Rabbi
527,Josy Eisenberg sameAs 18152561479715440109,Rabbi
528,Shmuley Boteach wikiPageWikiLink Adar Gandelsman,Rabbi
529,Alexis Mateo type Queen110499355,Drag Queen
530,"Sahara Davenport wikiPageWikiLink Dallas, Texas",Drag Queen
531,Josy Eisenberg label تيدي جايجر,Rabbi
532,"Gloria Groove comment Daniel Garcia Felicione Napoleão (São Paulo, 18 de janeiro de 1995), mais conhecido por seu nome artístico Gloria Groove, é um cantor, rapper, compositor, drag queen e dublador brasileiro. Iniciou sua carreira em 2002 no grupo Galera do Balão, nova versão da Turma do Balão Mágico. Em 2006, foi finalista do quadro de calouros Jovens Talentos, no Programa Raul Gil, pelo qual ganhou um convite para atuar na telenovela Bicho do Mato, na RecordTV, como filho de Beatriz Segall. Na sequência, iniciou uma vasta carreira na dublagem, onde se tornou um dos principais nomes do mercado brasileiro.Em 2016, retornou à música como drag queen com a faixa ""Dona"", emplacando outros sucessos como ""Império"", ""Catuaba"", ""Gloriosa"", ""Muleke Brasileiro"", ""Bumbum de Ouro"", ""Arrasta"" e ""Coisa Boa"".",Drag Queen
533,Sabato Morais type YagoLegalActorGeo,Rabbi
534,Gershom Sizomu wikiPageWikiLink Kenya,Rabbi
535,RuPaul wikiPageWikiLink EDtv,Drag Queen
536,David Seth Kirshner type Intellectual109621545,Rabbi
537,Aryeh Leib Frumkin birthPlace Kelmė,Rabbi
538,Josy Eisenberg label Adolf Nowaczyński,Rabbi
539,Josy Eisenberg sameAs 51742420,Rabbi
540,Envy Peru occupation Drag queen,Drag Queen
